placeId,placeName,rating
2581,Marian Cinema,4.8
2582,Bettie Museum,3.9
2583,Matthew Mall,3.3
2584,Sharon Park,3.1
2585,Joanne Gallery,3.1
2586,Shelia Bestaurant,4.6
2587,Gilberto Butcher's,3.1
2588,Mary Zoo,4.6
2589,Luis Gallery,5.0
2590,Robert Museum,4.0
2591,Gene Library,4.3
2592,Eric Service Station,4.0
2593,Kathy Bakery,4.4
2594,Elsie Church,4.7
2595,Josephine Mall,3.4
2596,Shanna Bestaurant,4.8
2597,Bertha Museum,3.4
2598,Shirley Hairdresser's,4.2
2599,Elizabeth Cinema,3.9
2600,Ellen Pharmacy,4.0
2601,Mary Zoo,4.8
2602,Gladys Service Station,3.1
2603,Candace Gym,3.0
2604,Howard Park,4.8
2605,Helen Pub,4.0
2606,Carmella Pub,3.9
2607,Elmo Caf�,4.8
2608,Jose Service Station,4.2
2609,Marie Bookstore,4.3
2610,Donald Mall,3.6
2611,Katherine Bar,3.3
2612,Ryan Zoo,3.2
2613,Bradley Airport,3.6
2614,Thomas Park,4.9
2615,Wendy Park,3.1
2616,Wynona Caf�,4.9
2617,Beryl Book Shop,4.8
2618,Marian Caf�,3.7
2619,Nancy Greengrocer's,3.7
2620,Robert Airport,3.7
2621,Nancy Church,4.0
2622,Manual Museum,3.7
2623,Mary Museum,3.2
2624,Franklin Department Store,3.1
2625,Cindy Bookstore,3.7
2626,Lee Bookstore,4.7
2627,Margaret Mall,4.5
2628,Cynthia Hotel,3.3
2629,Michael Pharmacy,3.1
2630,Mary Library,3.6
2631,Jason Gallery,3.5
2632,Christy Bakery,4.9
2633,Ervin Supermarket,4.4
2634,Etta Pharmacy,3.5
2635,Charlotte Bar,4.1
2636,Roy Gym,4.7
2637,Christy Library,3.4
2638,Mark Museum,4.0
2639,Rose Pharmacy,3.7
2640,Rachel Pub,3.8
2641,Sara Library,3.1
2642,Douglas Zoo,4.3
2643,Shirley Cinema,4.8
2644,Jacqueline Hotel,3.7
2645,Herman Bakery,4.7
2646,Thomas Library,4.7
2647,Ellis Bakery,3.7
2648,Noel Zoo,5.0
2649,James Hairdresser's,4.7
2650,Carolyn Museum,4.4
2651,Jennifer Museum,3.0
2652,Leonard Department Store,3.7
2653,Jacqueline Airport,4.6
2654,Jeremy Book Shop,3.8
2655,James Bakery,4.5
2656,Wanda Airport,5.0
2657,Jonathan Department Store,3.5
2658,Samantha Museum,3.4
2659,Gus Pub,4.2
2660,Kelly Book Shop,4.5
2661,Pamela Service Station,4.7
2662,Tammy Hotel,3.7
2663,Barbara Gallery,4.3
2664,Peter Park,3.9
2665,Rene Mall,3.8
2666,Curtis Department Store,3.7
2667,Mary Bestaurant,4.0
2668,Luz Supermarket,3.3
2669,Jennifer Museum,4.1
2670,Ross Museum,3.0
2671,Jeffrey Airport,3.6
2672,Erin Cinema,4.1
2673,Jeffery Supermarket,3.8
2674,Erica Caf�,3.8
2675,Russell Museum,5.0
2676,Paulette Bookstore,3.1
2677,Kevin Zoo,4.2
2678,Charles Pharmacy,4.7
2679,Thomas Hairdresser's,4.8
2680,Brent Butcher's,3.6
2681,John Book Shop,4.1
2682,Luther Library,3.1
2683,John Greengrocer's,4.4
2684,Ola Museum,3.2
2685,Ginger Caf�,4.2
2686,Stephanie Park,4.6
2687,Judith Hairdresser's,3.3
2688,Jo Cinema,3.0
2689,Bonita Supermarket,3.2
2690,Mark Mall,3.9
2691,Robert Bar,3.2
2692,Willie Department Store,4.3
2693,Stanley Church,4.5
2694,Doris Bar,4.0
2695,Vashti Park,3.7
2696,Richard Museum,4.7
2697,Sharon Bestaurant,4.1
2698,Jennifer Park,4.4
2699,Marion Museum,3.0
2700,Jose Bakery,4.4
2701,Harry Book Shop,3.0
2702,Michael Mall,4.3
2703,George Hairdresser's,4.8
2704,Christopher Bestaurant,3.8
2705,Philip Bookstore,3.2
2706,Jeffrey Cinema,3.1
2707,Lilia Pharmacy,3.7
2708,Vernon Airport,3.9
2709,Paul Pharmacy,4.0
2710,Mary Gallery,3.4
2711,Dwayne Hairdresser's,3.8
2712,Kelly Butcher's,3.8
2713,Michael Department Store,3.7
2714,Crystal Butcher's,4.6
2715,Tricia Cinema,3.8
2716,Kim Butcher's,3.4
2717,Gary Butcher's,4.2
2718,Rachel Mall,4.6
2719,Robert Gym,3.0
2720,Bryan Caf�,3.6
2721,David Pub,4.5
2722,Elisa Church,4.8
2723,Emil Book Shop,4.2
2724,Ricky Pub,4.7
2725,Sidney Service Station,4.5
2726,Jack Bakery,4.0
2727,Stephanie Pharmacy,3.8
2728,Veronica Supermarket,3.7
2729,Katie Bar,4.6
2730,Lynn Bakery,3.8
2731,Katherine Pharmacy,3.0
2732,Merle Service Station,4.6
2733,Wei Book Shop,3.5
2734,George Bar,3.0
2735,Phillip Airport,3.9
2736,Sara Service Station,3.4
2737,John Service Station,4.5
2738,William Greengrocer's,3.3
2739,Gregory Pharmacy,3.5
2740,Jessica Butcher's,3.8
2741,Maudie Book Shop,4.5
2742,Leland Library,5.0
2743,Dawn Bookstore,4.5
2744,Phyllis Book Shop,4.9
2745,Lorraine Service Station,4.7
2746,Francisco Hotel,3.3
2747,Dawn Park,4.1
2748,Laura Book Shop,4.3
2749,Kenya Park,4.0
2750,Shelby Greengrocer's,4.6
2751,Kenneth Bakery,4.9
2752,Patricia Bookstore,3.3
2753,Jerry Gym,3.3
2754,Louis Butcher's,3.1
2755,Andre Airport,3.1
2756,Eugenia Supermarket,4.2
2757,Tracy Mall,3.3
2758,Ruth Airport,3.5
2759,Judith Gallery,3.4
2760,Rodney Service Station,3.7
2761,Lois Park,4.8
2762,Kimberly Pharmacy,3.4
2763,Jeffrey Zoo,4.1
2764,Angie Library,3.9
2765,Brooke Greengrocer's,4.6
2766,James Service Station,4.5
2767,Judith Gym,4.3
2768,Beatrice Bakery,3.1
2769,Sue Museum,4.7
2770,Crystal Bestaurant,3.2
2771,Maria Department Store,3.4
2772,Christopher Bar,3.4
2773,Daniel Bar,4.7
2774,Jacinta Mall,4.8
2775,Ella Gallery,3.0
2776,Kay Church,4.3
2777,Gloria Gallery,4.2
2778,Marvin Butcher's,4.1
2779,Victor Service Station,3.4
2780,Isaac Gym,3.4
2781,Fabian Supermarket,4.6
2782,Roger Hairdresser's,5.0
2783,Deborah Butcher's,3.8
2784,Willie Hairdresser's,4.1
2785,Reta Library,3.6
2786,Anthony Park,5.0
2787,Linda Bookstore,4.8
2788,Daniel Pharmacy,4.0
2789,Carl Gallery,4.3
2790,Alysha Museum,3.4
2791,Kay Supermarket,3.9
2792,Alice Hotel,3.1
2793,Ruth Zoo,3.8
2794,Esther Bookstore,4.3
2795,Quentin Hotel,3.4
2796,Cody Mall,3.8
2797,Karen Airport,4.9
2798,Jennifer Department Store,3.6
2799,Ruth Hairdresser's,4.2
2800,Dwight Mall,4.8
2801,Joanne Greengrocer's,5.0
2802,Latonya Bestaurant,4.5
2803,David Church,4.5
2804,Jonathan Cinema,4.5
2805,Madison Book Shop,4.7
2806,Travis Mall,4.4
2807,Paul Hotel,3.5
2808,Alex Department Store,4.9
2809,Brenda Hairdresser's,4.3
2810,Kristel Butcher's,4.6
2811,Carmelita Greengrocer's,4.9
2812,Kay Church,4.1
2813,Linda Book Shop,3.0
2814,Mary Service Station,4.1
2815,Rachel Hairdresser's,4.7
2816,Chris Zoo,4.8
2817,Ira Supermarket,4.2
2818,Christina Book Shop,3.8
2819,Jeremiah Pharmacy,3.3
2820,Jeffrey Church,4.8
2821,Eric Hotel,3.7
2822,Ellen Bar,4.5
2823,Terry Zoo,3.3
2824,Roy Library,4.3
2825,William Caf�,3.2
2826,Nathaniel Department Store,4.6
2827,Isaac Museum,3.8
2828,Elizabeth Mall,3.4
2829,Claude Bestaurant,4.5
2830,John Department Store,3.3
2831,Judith Supermarket,4.0
2832,Chris Service Station,3.2
2833,William Bakery,3.1
2834,Adam Department Store,3.4
2835,Stephanie Airport,3.6
2836,Teresa Bakery,4.9
2837,Luis Caf�,4.7
2838,April Cinema,3.9
2839,Carrie Gallery,3.5
2840,Bambi Zoo,3.5
2841,Evangeline Bestaurant,4.4
2842,Manda Pharmacy,3.2
2843,Kirk Park,3.1
2844,John Pub,4.1
2845,Elizabeth Library,4.3
2846,Jeanne Bestaurant,3.4
2847,Angela Hairdresser's,4.9
2848,Blaine Museum,5.0
2849,Joel Gallery,3.9
2850,Gerard Department Store,3.3
2851,Judith Book Shop,3.9
2852,Angela Pub,3.8
2853,Paul Pub,4.0
2854,Hector Bar,3.9
2855,Evan Library,3.3
2856,Anthony Church,4.1
2857,Frederick Bookstore,3.1
2858,Daniel Pub,4.6
2859,Betty Library,4.1
2860,Wade Park,4.0
2861,Monique Library,4.4
2862,Edward Gallery,3.8
2863,Kisha Bakery,4.0
2864,Cheryl Bakery,4.1
2865,Sue Hairdresser's,3.8
2866,Patricia Museum,5.0
2867,Joseph Museum,3.9
2868,Luis Library,4.3
2869,Cari Service Station,4.0
2870,Heather Hairdresser's,4.9
2871,Lorraine Pub,3.2
2872,Gilbert Hotel,4.5
2873,Marcus Book Shop,4.8
2874,Patricia Mall,4.0
2875,Brittny Museum,3.2
2876,Margaret Bakery,3.2
2877,Tammy Department Store,4.1
2878,Andre Museum,3.6
2879,Isis Butcher's,4.8
2880,Deborah Supermarket,4.8
2881,Ricardo Museum,4.2
2882,Gladys Service Station,3.0
2883,Brian Bakery,3.1
2884,Willard Gym,4.2
2885,Jo Library,3.7
2886,Theresa Church,3.0
2887,Rhonda Gallery,3.7
2888,Herman Zoo,4.3
2889,Kristen Bakery,4.1
2890,Cheryl Pub,3.9
2891,Clifford Service Station,4.0
2892,Todd Hotel,3.9
2893,David Library,4.2
2894,Mary Gym,3.8
2895,Elizabeth Pharmacy,3.7
2896,Ali Museum,3.6
2897,Carol Gallery,5.0
2898,Margaret Supermarket,3.6
2899,Donald Book Shop,3.8
2900,Jesus Pub,3.9
2901,Howard Supermarket,4.5
2902,Rhonda Museum,4.3
2903,Gloria Hairdresser's,4.7
2904,Frances Book Shop,3.1
2905,Minnie Zoo,3.0
2906,Ralph Gym,4.0
2907,Marian Greengrocer's,5.0
2908,Jana Gallery,3.6
2909,Dominga Park,4.4
2910,Mary Service Station,4.0
2911,Carolyn Bar,3.1
2912,Ashley Cinema,3.1
2913,Ok Museum,4.7
2914,Terrance Caf�,4.3
2915,Ellen Museum,4.6
2916,Marlin Bar,3.1
2917,Iris Bookstore,4.5
2918,James Airport,3.8
2919,Lana Bookstore,3.1
2920,Kip Museum,4.6
2921,Sheri Book Shop,3.5
2922,Arlene Mall,4.8
2923,Wayne Pub,4.0
2924,Sarah Gallery,3.5
2925,Maria Airport,3.9
2926,James Airport,3.6
2927,Dave Butcher's,3.2
2928,Anthony Bakery,3.2
2929,Marguerite Bar,3.4
2930,John Airport,4.5
2931,Colleen Zoo,4.9
2932,Candy Mall,4.0
2933,Jeffery Caf�,3.1
2934,Georgia Cinema,4.9
2935,Clara Supermarket,3.2
2936,Robert Library,4.3
2937,Robert Museum,4.3
2938,Patrick Gallery,3.5
2939,James Butcher's,4.8
2940,Pauline Supermarket,4.6
2941,Tina Park,3.5
2942,Cory Book Shop,3.8
2943,Joseph Gallery,5.0
2944,Theresa Bar,3.6
2945,Luann Bakery,4.0
2946,Cole Book Shop,3.9
2947,Emily Hotel,4.9
2948,David Gym,3.5
2949,Thomas Hotel,3.2
2950,Tyler Bookstore,4.8
2951,Charles Hairdresser's,4.6
2952,Maria Pub,4.3
2953,Marlene Caf�,3.8
2954,Eric Department Store,4.5
2955,Bruce Hotel,3.5
2956,Ralph Bookstore,4.4
2957,Numbers Department Store,4.6
2958,Anna Bakery,4.7
2959,Albert Pub,4.0
2960,Wendy Cinema,4.9
2961,Ada Caf�,4.7
2962,Wiley Pharmacy,4.8
2963,Benjamin Hairdresser's,3.8
2964,Lillian Bestaurant,4.4
2965,Dinah Church,4.4
2966,Matthew Gym,4.8
2967,Barbara Bestaurant,3.0
2968,Lynn Church,3.3
2969,Dorothy Greengrocer's,3.7
2970,Douglas Bestaurant,4.3
2971,Sam Supermarket,4.8
2972,Robert Bar,3.9
2973,Naomi Butcher's,5.0
2974,William Library,4.7
2975,Wilson Greengrocer's,4.5
2976,Amina Gym,3.1
2977,Justine Hairdresser's,3.7
2978,Traci Department Store,3.9
2979,Carol Book Shop,3.6
2980,Coleen Bestaurant,4.8
2981,Daryl Airport,4.4
2982,Cassandra Museum,4.3
2983,Annette Supermarket,3.1
2984,Natalie Butcher's,4.6
2985,Juan Park,4.2
2986,Rosie Hotel,3.7
2987,Sheila Pharmacy,3.9
2988,John Department Store,4.5
2989,Gregory Church,3.9
2990,Nakia Department Store,3.9
2991,Nancy Park,3.7
2992,Johnny Gym,3.8
2993,George Hotel,3.1
2994,Gayle Pharmacy,4.1
2995,Willie Bookstore,4.5
2996,Joe Church,4.2
2997,Jasmine Caf�,5.0
2998,Michael Book Shop,4.9
2999,Catherine Hotel,4.3
3000,Teresa Mall,4.3
3001,Idella Supermarket,3.5
3002,Bethany Supermarket,3.5
3003,David Airport,4.3
3004,Milan Greengrocer's,3.8
3005,Edward Airport,4.7
3006,Sherrie Department Store,4.5
3007,Kevin Caf�,4.7
3008,Michelle Bar,4.8
3009,James Cinema,4.4
3010,Billy Cinema,3.9
3011,Rachel Bookstore,3.3
3012,Dominick Church,4.4
3013,Vickie Caf�,3.4
3014,John Bestaurant,4.6
3015,Jamie Cinema,4.4
3016,Mark Butcher's,3.5
3017,Leon Gym,3.9
3018,Teresa Museum,3.4
3019,Holly Gallery,4.1
3020,Dawn Church,4.5
3021,Ramona Gym,3.7
3022,Isabelle Pub,4.5
3023,Ismael Bar,4.8
3024,Virginia Hairdresser's,4.5
3025,Ellen Gallery,3.7
3026,Malcolm Pub,3.5
3027,James Museum,3.7
3028,Noel Pub,4.3
3029,Ronald Park,4.7
3030,Naomi Supermarket,4.8
3031,Michael Bar,3.3
3032,Brian Supermarket,3.9
3033,Jose Caf�,3.2
3034,Johnny Gallery,3.7
3035,Traci Cinema,3.4
3036,Vernon Hairdresser's,3.7
3037,Hazel Gallery,3.1
3038,Stephanie Zoo,3.5
3039,Howard Supermarket,4.6
3040,Christopher Greengrocer's,4.9
3041,Lawrence Bookstore,3.4
3042,Blake Church,4.8
3043,Megan Pub,3.8
3044,Mable Library,4.2
3045,Leila Pub,3.8
3046,Susan Bookstore,4.8
3047,Laura Church,4.8
3048,Linda Bakery,4.6
3049,Stephen Museum,4.1
3050,Ferdinand Pub,3.4
3051,Julio Service Station,3.9
3052,Karen Pub,3.8
3053,Kay Hairdresser's,4.6
3054,David Zoo,3.4
3055,Douglas Department Store,4.8
3056,Pearl Library,4.8
3057,James Department Store,4.5
3058,Pamela Pub,4.8
3059,William Airport,3.4
3060,Douglas Park,3.2
3061,Raul Park,3.2
3062,Helen Bestaurant,3.8
3063,Jeffery Mall,3.5
3064,Brandon Caf�,4.5
3065,Michael Hotel,3.7
3066,David Book Shop,4.2
3067,Amy Mall,4.4
3068,Rita Book Shop,3.5
3069,Erasmo Caf�,3.8
3070,Fred Zoo,3.2
3071,Georgia Bakery,3.7
3072,Laura Gym,4.1
3073,Edward Library,3.6
3074,Linda Supermarket,4.4
3075,Bernice Airport,3.5
3076,Christopher Caf�,4.2
3077,Marie Book Shop,3.9
3078,Matthew Park,4.7
3079,Casey Museum,4.7
3080,Robert Bakery,3.4
3081,Deborah Department Store,3.1
3082,Alyson Library,4.7
3083,David Bestaurant,4.9
3084,Ruth Gym,4.2
3085,James Cinema,3.9
3086,Rebecca Park,4.6
3087,Molly Bar,4.7
3088,John Zoo,3.9
3089,Earl Service Station,3.6
3090,Fred Hotel,4.1
3091,Brandon Bookstore,4.1
3092,Eric Zoo,3.3
3093,John Bookstore,3.8
3094,Joseph Hairdresser's,3.2
3095,Dorothy Library,3.3
3096,Lisa Service Station,3.4
3097,Pamela Gallery,3.9
3098,Carlos Church,3.4
3099,Donna Bestaurant,3.7
3100,Adrian Park,3.6
3101,Trevor Hotel,3.8
3102,Helen Butcher's,4.1
3103,Jeffrey Museum,4.5
3104,Thomas Church,4.8
3105,Milagros Church,4.8
3106,Amanda Butcher's,4.9
3107,Joey Cinema,4.1
3108,Diana Bar,3.9
3109,Chris Library,3.4
3110,Lane Zoo,4.8
3111,Jane Gallery,4.5
3112,Willie Museum,4.5
3113,Eric Museum,4.1
3114,Curtis Supermarket,4.7
3115,Juan Pharmacy,4.2
3116,Irma Airport,3.2
3117,Nathan Pub,3.9
3118,Vera Supermarket,4.0
3119,Audrey Service Station,3.6
3120,Bella Bar,4.3
3121,Amanda Supermarket,4.4
3122,Roland Library,3.8
3123,Roger Service Station,3.3
3124,Madge Department Store,3.4
3125,Francisco Pub,3.1
3126,Hunter Department Store,4.6
3127,Dennis Cinema,3.4
3128,Charles Park,3.7
3129,Juan Supermarket,3.1
3130,Ronald Zoo,4.9
3131,Marcos Bar,3.0
3132,Max Hairdresser's,3.0
3133,Richard Hairdresser's,4.0
3134,Tennille Hairdresser's,3.0
3135,Lance Caf�,3.9
3136,Maria Bookstore,3.9
3137,Lucy Airport,4.9
3138,Louis Bar,3.3
3139,Dean Bestaurant,3.5
3140,Georgia Mall,4.5
3141,Dexter Bestaurant,4.3
3142,Margaret Hairdresser's,3.7
3143,Thomas Mall,4.0
3144,Robby Zoo,4.6
3145,Larry Bestaurant,4.4
3146,Angela Park,4.1
3147,Brandon Bakery,4.7
3148,Edward Greengrocer's,3.7
3149,Jaclyn Bestaurant,5.0
3150,Daniel Hairdresser's,3.8
3151,Sharon Gallery,3.8
3152,Faith Service Station,3.1
3153,William Book Shop,4.8
3154,Kenneth Zoo,3.7
3155,Carrie Airport,5.0
3156,Shirley Pub,4.2
3157,Daniel Park,3.0
3158,Kenyetta Hotel,3.8
3159,Katherine Bookstore,3.5
3160,Randy Zoo,5.0
3161,Natalie Service Station,3.5
3162,Brenda Book Shop,4.1
3163,Laura Park,4.8
3164,Pamela Butcher's,3.3
3165,Pam Pharmacy,3.1
3166,Audra Mall,4.8
3167,Dixie Museum,4.5
3168,Francisco Mall,4.6
3169,Robert Library,3.7
3170,Marjory Library,3.5
3171,Nancy Gallery,3.9
3172,Micah Library,4.8
3173,Mary Bar,4.8
3174,Ryan Bakery,3.8
3175,Elizabeth Bar,4.8
3176,Mckinley Greengrocer's,3.9
3177,Thomas Park,4.1
3178,Mathilda Zoo,3.1
3179,Paul Pharmacy,4.1
3180,Michael Mall,4.7
3181,Willie Service Station,3.2
3182,Clara Pub,4.1
3183,Maria Airport,3.4
3184,John Mall,4.1
3185,Lewis Mall,3.9
3186,Fritz Bakery,3.6
3187,Jonathan Pharmacy,3.8
3188,Randi Department Store,4.9
3189,Adam Book Shop,4.6
3190,Amanda Bakery,4.5
3191,Cathy Hotel,5.0
3192,Dennis Library,4.9
3193,Paul Hairdresser's,4.2
3194,Rana Church,3.6
3195,Matthew Greengrocer's,4.3
3196,Consuelo Hairdresser's,3.1
3197,Rebekah Cinema,4.4
3198,Debra Bar,3.9
3199,Elizabeth Pub,4.3
3200,Kellie Caf�,4.8
3201,Michael Hotel,3.1
3202,Kevin Park,5.0
3203,Celia Pub,4.6
3204,Christina Department Store,4.1
3205,Myra Pub,4.6
3206,Richard Hairdresser's,4.3
3207,David Museum,4.8
3208,Elena Pub,3.6
3209,Tracy Gym,3.5
3210,Deborah Gym,3.9
3211,George Library,3.0
3212,David Department Store,4.3
3213,Joshua Service Station,3.6
3214,Carl Book Shop,3.0
3215,Antonio Butcher's,3.6
3216,Barbara Airport,4.2
3217,Perry Airport,4.7
3218,Andrea Pharmacy,3.2
3219,Carl Library,3.2
3220,Courtney Hairdresser's,4.3
3221,Sandra Pharmacy,5.0
3222,Wilbert Gym,4.0
3223,Camilla Zoo,4.7
3224,Regina Pub,4.1
3225,Desiree Cinema,3.8
3226,Louise Greengrocer's,4.6
3227,Troy Zoo,3.6
3228,Lane Gallery,4.6
3229,Howard Airport,4.9
3230,Olga Gym,3.0
3231,Linda Gym,3.1
3232,John Mall,3.9
3233,Edgar Pharmacy,4.7
3234,Margaret Service Station,3.5
3235,Lizzie Pharmacy,3.6
3236,Lawrence Cinema,4.5
3237,Daniel Butcher's,3.1
3238,David Pharmacy,3.4
3239,Thomas Bar,4.0
3240,Leann Gym,3.6
3241,Joe Caf�,3.9
3242,Nicole Butcher's,3.3
3243,Christina Book Shop,4.6
3244,Bonnie Zoo,3.0
3245,Linda Zoo,3.2
3246,Ashley Bestaurant,3.6
3247,Brent Church,3.7
3248,Ann Department Store,3.5
3249,Heather Zoo,3.4
3250,Omar Bestaurant,4.1
3251,Shirley Museum,4.4
3252,Mark Bookstore,4.0
3253,Cynthia Pharmacy,3.2
3254,Bradley Pub,4.5
3255,David Gym,4.7
3256,Shannon Book Shop,4.7
3257,Marjorie Zoo,5.0
3258,Stephen Cinema,4.3
3259,Tonia Church,3.3
3260,Frank Mall,3.9
3261,Meredith Gym,3.6
3262,Margarita Pub,3.2
3263,Florence Bar,4.9
3264,Diana Mall,4.7
3265,Mittie Supermarket,4.0
3266,Jessica Service Station,3.1
3267,Diana Zoo,3.4
3268,Tracy Bar,4.0
3269,Kathryn Church,3.2
3270,James Pharmacy,4.6
3271,Thomas Butcher's,4.4
3272,Latrina Gym,4.4
3273,Laurie Zoo,3.9
3274,Timothy Museum,4.6
3275,John Mall,4.3
3276,Carlos Zoo,3.3
3277,Gary Zoo,3.9
3278,Juan Book Shop,4.0
3279,Michelle Hotel,3.8
3280,Robert Pub,4.1
3281,Martha Supermarket,4.3
3282,James Department Store,4.3
3283,Pearl Museum,3.1
3284,Carl Cinema,4.1
3285,Amanda Zoo,4.7
3286,Connie Bookstore,3.0
3287,Silas Bar,3.2
3288,Jeff Butcher's,4.4
3289,Jennifer Department Store,3.5
3290,James Gym,4.5
3291,Melissa Bakery,4.2
3292,Charles Gallery,3.5
3293,Ronnie Greengrocer's,4.9
3294,Terry Bookstore,4.2
3295,Catherine Service Station,3.4
3296,Joseph Hairdresser's,4.7
3297,Ronald Hotel,4.4
3298,Barbara Bestaurant,4.0
3299,Cecil Library,4.4
3300,Todd Bookstore,4.7
3301,Elizabeth Bakery,3.2
3302,Elly Museum,4.5
3303,Sean Pharmacy,4.2
3304,Forrest Book Shop,4.5
3305,Lisa Gym,3.9
3306,Barbara Library,4.1
3307,Dorothy Airport,3.0
3308,Patricia Gym,3.0
3309,Janelle Department Store,3.8
3310,Jessica Bar,3.5
3311,James Library,4.6
3312,Jefferson Airport,4.5
3313,Barbara Airport,4.4
3314,Barbara Bakery,4.3
3315,Mary Bookstore,4.5
3316,Wayne Bar,4.1
3317,Robert Park,4.0
3318,Barbara Caf�,3.6
3319,Jacqueline Greengrocer's,4.2
3320,Susan Bestaurant,4.6
3321,Branden Caf�,4.4
3322,Thomas Gym,4.0
3323,Scott Bakery,3.3
3324,Margaret Museum,4.9
3325,Carmen Gallery,3.9
3326,Lynn Park,4.5
3327,Ilene Cinema,4.6
3328,Santos Bestaurant,3.2
3329,April Church,4.9
3330,Lora Mall,4.7
3331,Patricia Library,3.5
3332,Paul Pharmacy,3.3
3333,Dale Cinema,3.7
3334,Dominique Cinema,4.4
3335,Theresa Mall,3.4
3336,Charles Bakery,3.8
3337,Micheal Pub,4.9
3338,Gerardo Museum,4.0
3339,Adam Supermarket,4.9
3340,Robin Cinema,3.1
3341,Ronald Museum,4.3
3342,Mary Caf�,4.9
3343,Timothy Bar,3.7
3344,Numbers Park,3.8
3345,Grant Caf�,3.4
3346,Jonathon Hotel,3.2
3347,Stewart Gallery,4.8
3348,Robert Gallery,4.5
3349,Kelly Hotel,4.0
3350,Betty Butcher's,3.6
3351,Rosario Caf�,3.6
3352,Megan Park,4.3
3353,Kathryn Book Shop,3.1
3354,Joshua Bookstore,3.6
3355,Elza Mall,4.1
3356,Kyle Gym,3.4
3357,David Bookstore,4.3
3358,Earl Bakery,3.6
3359,Raymond Bar,4.8
3360,Corinne Church,3.7
3361,Joseph Park,3.2
3362,John Service Station,4.7
3363,Sean Cinema,4.0
3364,Everett Bestaurant,4.8
3365,Jessica Bestaurant,5.0
3366,James Bar,4.2
3367,Alice Museum,4.3
3368,Xavier Pub,4.9
3369,Nancy Bestaurant,4.1
3370,Christy Park,4.1
3371,Brenton Butcher's,3.5
3372,Patricia Book Shop,3.6
3373,Michael Hotel,3.1
3374,Thomas Greengrocer's,4.2
3375,Charles Bakery,5.0
3376,Hector Caf�,4.7
3377,Dawn Hairdresser's,4.0
3378,Jessica Library,4.0
3379,Cynthia Hairdresser's,3.6
3380,John Supermarket,4.9
3381,Ruth Church,4.7
3382,Josephine Department Store,4.2
3383,Rita Gallery,4.0
3384,Roger Airport,4.3
3385,Clay Church,4.6
3386,Charlene Hotel,3.8
3387,John Hotel,3.3
3388,Leonard Museum,4.9
3389,Mary Airport,4.0
3390,David Service Station,4.7
3391,Samuel Caf�,3.5
3392,Graciela Zoo,3.9
3393,Carl Mall,3.1
3394,Alan Hairdresser's,3.7
3395,Emily Gallery,4.7
3396,Julie Church,4.9
3397,Melvin Butcher's,4.2
3398,Henry Book Shop,3.4
3399,Neil Bar,4.5
3400,Amy Book Shop,4.2
3401,Ellen Book Shop,3.1
3402,Henry Pub,4.7
3403,Casey Church,4.6
3404,Harold Pub,4.9
3405,Jeffrey Zoo,4.7
3406,Marie Department Store,3.3
3407,Justin Gallery,4.2
3408,Joseph Church,4.4
3409,Carol Library,3.6
3410,Chance Gym,4.9
3411,Marcia Bookstore,3.5
3412,Summer Hairdresser's,3.2
3413,Natalia Gym,3.1
3414,Thomas Butcher's,4.0
3415,Luther Gym,3.6
3416,Albert Church,3.2
3417,Nicholas Gym,3.7
3418,Donna Museum,4.9
3419,Ramon Park,3.6
3420,Peggy Butcher's,4.1
3421,Clarence Gallery,3.3
3422,Joan Bar,4.4
3423,Marisa Cinema,3.1
3424,Joanne Hotel,4.6
3425,Robert Bakery,4.6
3426,Michael Mall,4.5
3427,Kermit Hairdresser's,3.6
3428,Catherine Library,3.5
3429,Joesph Department Store,3.4
3430,Cheri Bakery,3.0
3431,William Hairdresser's,4.6
3432,Nancy Bookstore,3.8
3433,Betty Caf�,4.3
3434,Frederick Pharmacy,4.3
3435,Shane Gym,4.3
3436,Justin Department Store,4.2
3437,Leanne Bestaurant,3.2
3438,Tommy Hairdresser's,3.5
3439,Albert Airport,4.8
3440,Leonardo Bookstore,3.8
3441,Maria Park,4.9
3442,Heather Bestaurant,4.9
3443,Ruth Bookstore,3.6
3444,Royal Airport,4.1
3445,Connie Airport,4.2
3446,Linda Hotel,4.1
3447,James Pub,3.5
3448,Curtis Gallery,4.8
3449,Angela Pharmacy,3.3
3450,Steven Book Shop,4.5
3451,Vernell Mall,4.0
3452,Cheryl Gym,4.8
3453,Megan Park,3.3
3454,Kathy Hairdresser's,4.8
3455,Chris Library,4.2
3456,Tonya Gallery,3.4
3457,Brian Airport,4.3
3458,Christopher Airport,4.2
3459,Loyd Service Station,3.7
3460,Catherine Hotel,3.1
3461,Jennifer Bookstore,3.0
3462,Jennifer Gallery,4.5
3463,Dorothy Pharmacy,4.2
3464,Christine Pub,3.5
3465,Lonnie Hotel,4.7
3466,Dorothy Zoo,3.1
3467,David Bakery,3.2
3468,Walter Mall,4.0
3469,Jerry Greengrocer's,4.9
3470,Andrew Cinema,4.9
3471,Betty Cinema,4.9
3472,Paul Greengrocer's,3.0
3473,Gerald Bookstore,4.2
3474,Robert Butcher's,4.6
3475,Shanon Caf�,4.8
3476,Marian Museum,4.0
3477,James Gallery,3.2
3478,Leon Museum,3.9
3479,Jack Cinema,3.9
3480,Nannette Mall,4.3
3481,Alma Mall,3.5
3482,Natalie Bakery,4.7
