id,title,author,year
1491,Vento Árvore Vento Amor Vida,Chris Melo,2022,
1492,Árvore Mistério Casa A Vida,Bruno Moraes,2013,
1493,Passado Amor Mistério Sonho,Marcelo Almeida,2018,
1494,Cidade Noite,Arthur Alves,2018,
1495,Vida Árvore,Paolla Freitas,2017,
1496,Mistério Silêncio,Eduardo Ribeiro,2012,
1497,O Vento Casa,Gabriel Cruz,2011,
1498,Mistério Esperança Esperança Sonho Noite,Mateus Faleiros,2016,
1499,Destino Tempo,Paloma Silva,2017,
1500,Mar Silêncio O Árvore Vento,Rafael Simas,2015,
1501,Esperança Luz,Fernanda Silva,2010,
1502,Noite Esperança,Josué Lima,2012,
1503,Futuro Futuro Passado Mar,Vitor Santos,2017,
1504,Noite A Noite Vento,Luiza Santos,2017,
1505,Mistério Amor Noite Silêncio,Lucas Souza,2020,
1506,Silêncio Cidade,Hugo Silva,2018,
1507,Amor Sombra A Mistério Passado,David Amaral,2010,
1508,Mistério Passado,Gabriel Carvalho,2011,
1509,Passado Sombra Sombra Esperança Silêncio,Davi Carvalho,2010,
1510,Futuro Sombra,Bruna Ferreira,2019,
1511,Mar Sombra O Passado Luz,Leticia Costa,2010,
1512,Vida Esperança Casa,Cleber Araujo,2020,
1513,Tempo Tempo,Felippe Ribeiro,2015,
1514,Cidade Futuro Noite Luz,Luan Rocha,2021,
1515,Destino Passado O O,Lucas Almeida,2013,
1516,O Destino Esperança Mistério Vento,Fernanda Pereira,2017,
1517,Esperança Luz Futuro,Fernanda Amaral,2010,
1518,Esperança Casa,Carlos Silva,2021,
1519,Noite Mar Mar Sonho Vento,Fernanda Faleiros,2012,
1520,Sombra Casa O O Noite,Paloma Pereira,2014,
1521,Esperança Sombra O Tempo,David Souza,2021,
1522,Cidade Luz A O,Rodrigo Araujo,2020,
1523,Sonho Amor,Luan Pinto,2012,
1524,Destino Sombra Mar,David Martins,2018,
1525,Sombra Vento Luz Casa,Cristiano Souza,2013,
1526,Sombra Passado Vento,Artur Moreira,2018,
1527,Amor Sombra Noite Passado,David Alves,2017,
1528,Mar A,Gabriel Santoro,2017,
1529,Mistério Silêncio Futuro,Leonardo Simas,2011,
1530,Futuro Vento O Sonho,Patricia Santos,2017,
1531,Cidade Mistério Sonho Vento,Amanda Carvalho,2022,
1532,Destino Sombra Mar O Destino,Ayrton Faleiros,2011,
1533,Destino Cidade Tempo Esperança,Davi Rocha,2017,
1534,Passado O Passado,Paloma Barbosa,2017,
1535,Noite Sombra Destino Casa,Josué Pereira,2017,
1536,Casa Amor Árvore Passado Vida,Pedro Carvalho,2018,
1537,Árvore Futuro,Artur Gomes,2022,
1538,Sombra Vida Sonho Árvore,Cleber Freitas,2013,
1539,Cidade Árvore Mistério,Marcelo Santos,2012,
1540,Noite Sombra,Pedro Araujo,2017,
1541,Vida Árvore O Silêncio,Luiza Martins,2012,
1542,Esperança Mar,Mateus Costa,2021,
1543,Futuro Sonho A Passado Cidade,Ana Freitas,2018,
1544,Destino Luz Sonho,Carlos Costa,2015,
1545,Mistério O Futuro Esperança Vento,Leonardo Santoro,2014,
1546,Silêncio Esperança Noite Amor Silêncio,Ronaldo Rezende,2015,
1547,O Mistério Luz Silêncio,Eduarda Santos,2021,
1548,Cidade Passado Noite Passado,Fabricio Costa,2012,
1549,Noite O,Amanda Costa,2013,
1550,Luz Tempo Luz Vento,Lucas Carvalho,2010,
1551,A Casa,Felipe Lima,2018,
1552,Luz O Amor Luz Sombra,Luan Solano,2011,
1553,Sonho Sonho A A Esperança,Amanda Solano,2014,
1554,Futuro Futuro,Felipe Silva,2018,
1555,Vida Mistério Silêncio Vida,Josué Araujo,2010,
1556,Sombra A Sombra,Julia Santos,2013,
1557,Sombra Futuro Luz,Leticia Faleiros,2016,
1558,Casa A Mar Noite Luz,Camila Silva,2017,
1559,Passado Noite,Carlos Gomes,2022,
1560,Silêncio Amor Futuro O,Felippe Cardoso,2011,
1561,Cidade Mar Tempo Árvore,Fabricio Pereira,2018,
1562,Futuro A Noite,Fernanda Oliveira,2011,
1563,Amor Destino Tempo Luz Cidade,Fabricio Almeida,2016,
1564,Sonho Mar Vida,David Oliveira,2020,
1565,Árvore Sombra,Carlos Solano,2014,
1566,Luz Vida,Ana Alves,2022,
1567,Cidade Vida Sonho,Maria Moreira,2011,
1568,Noite Mistério Noite,Artur Moreira,2020,
1569,Noite Cidade Sonho Sonho Passado,Felippe Mendes,2016,
1570,Árvore Luz Silêncio,David Lima,2017,
1571,Vento Mar,Hugo Santos,2021,
1572,Mistério Luz,Maria Ferreira,2014,
1573,O Tempo Futuro Mar Sombra,João Ribeiro,2015,
1574,Amor Vida,Luisa Amaral,2011,
1575,Tempo Esperança Cidade,Hugo Oliveira,2015,
1576,Cidade Casa,Vitor Mendes,2021,
1577,Mar Sonho Vida,Arthur Moreira,2019,
1578,Esperança Vida Noite Tempo Futuro,Eduarda Costa,2012,
1579,Vida Futuro Luz Vento,Felippe Costa,2022,
1580,Tempo O Vento,Leonardo Nunes,2018,
1581,Casa Amor Mistério Amor,Daniela Arrascaeta,2016,
1582,Vento Vento Esperança,Felipe Cruz,2013,
1583,Luz Luz,Luisa Arrascaeta,2020,
1584,Sombra Vento Amor,Carlos Barbosa,2013,
1585,Amor Esperança Casa,Bruna Saigg,2011,
1586,Vida Silêncio Vento O Silêncio,Caio Araujo,2016,
1587,Vida Futuro Amor Noite,Fernanda Gomes,2017,
1588,Mistério Mistério,João Ribeiro,2018,
1589,A A Tempo Tempo,Pedro Martins,2016,
1590,Casa Árvore Vento Árvore,Paloma Araujo,2012,
1591,Casa Sonho Esperança Vento,Fabricio Nunes,2018,
1592,Casa Esperança Destino,Bruna Moraes,2014,
1593,Esperança Esperança Tempo,Cristiano Moraes,2017,
1594,Árvore Vento Noite Cidade Sombra,Hugo Pereira,2017,
1595,A Mar Destino,Ana Solano,2013,
1596,Silêncio Amor Tempo,David Barbosa,2022,
1597,Silêncio Mistério Noite Esperança Noite,Cristiano Nunes,2014,
1598,Noite Mistério Futuro Mistério Passado,Hugo Moraes,2016,
1599,Mistério O Futuro Sonho Amor,Ronaldo Souza,2020,
1600,Tempo Passado Noite,Ronaldo Araujo,2022,
1601,Silêncio Silêncio O Esperança,Ana Luiza Cardoso,2016,
1602,Destino Árvore,Rafael Costa,2019,
1603,Destino O,João Ribeiro,2012,
1604,Vida Silêncio Amor Cidade,Josué Mendes,2022,
1605,Cidade Tempo Mar,Daniela Cardoso,2021,
1606,Sombra O Passado Árvore Amor,Lucas Oliveira,2021,
1607,Tempo Esperança Vento Futuro Cidade,Josué Carvalho,2018,
1608,A O,Julia Silva,2022,
1609,Tempo Mistério Futuro Mistério,Camila Moreira,2016,
1610,Passado Futuro Sombra Mar,Ayrton Cruz,2010,
1611,Futuro Vida,João Alves,2017,
1612,Vida Mistério Noite,Luiza Cardoso,2010,
1613,Casa Passado Sonho Passado,Ana Melo,2010,
1614,Cidade Tempo Esperança,Felippe Saigg,2019,
1615,Sonho Futuro Mistério Cidade,Rafael Lima,2015,
1616,Mar O Mistério,Gabriel Santos,2017,
1617,Casa Futuro A Esperança,João Costa,2021,
1618,Sonho Vento O Tempo,Amanda Saigg,2011,
1619,O Cidade Destino Sombra,Ana Luiza Santos,2021,
1620,Árvore Sonho Cidade Árvore Tempo,Fabricio Araujo,2017,
1621,Tempo Vento O,Cleber Pereira,2010,
1622,Casa Noite Mistério Luz O,Luan Santos,2012,
1623,Destino Sonho,Gabriel Ribeiro,2016,
1624,Passado Amor Futuro Sombra,Paolla Faleiros,2019,
1625,Casa Mar Esperança Árvore Amor,Paolla Souza,2012,
1626,Noite Destino Cidade Mistério,Gabriel Rezende,2018,
1627,Casa Destino,Fabricio Alves,2010,
1628,Árvore Vento,Arthur Araujo,2011,
1629,Esperança A,Felippe Lima,2016,
1630,Sombra Sombra,Patricia Cruz,2014,
1631,Árvore Sombra Sonho,Carlos Santoro,2018,
1632,A Silêncio Vento,Felipe Melo,2018,
1633,Sonho Casa Tempo Noite Vida,Paloma Barbosa,2016,
1634,Noite Amor Cidade Silêncio Passado,Ana Gomes,2015,
1635,Silêncio Tempo Esperança,Luisa Barbosa,2018,
1636,Vento Amor Silêncio Luz,Luiza Lima,2014,
1637,O Silêncio Esperança Árvore Vento,Eduarda Moraes,2014,
1638,Tempo A Luz,Paloma Barbosa,2017,
1639,Vida Cidade Luz Mar Silêncio,Chris Amaral,2019,
1640,Sombra Sombra,Maria Cruz,2010,
1641,Silêncio Mistério,Gustavo Solano,2012,
1642,Futuro Árvore Futuro,Ana Luiza Saigg,2015,
1643,Casa Amor,Lucas Cardoso,2012,
1644,Luz Mar Vida Vento,Artur Carvalho,2017,
1645,Mistério Luz Passado,Bruna Ferreira,2021,
1646,Esperança Vida Mar,Luan Lima,2022,
1647,Noite Amor,Artur Souza,2011,
1648,Esperança Passado Vento Amor,Nayara Solano,2011,
1649,Vida Sonho O Mar,Carlos Pinto,2020,
1650,O Mistério,Lucas Saigg,2019,
1651,Cidade Destino Noite Vento,Gabriel Amaral,2013,
1652,Cidade Silêncio Mar,Lucas Pinto,2020,
1653,Noite Luz Sonho Esperança Sombra,Mateus Solano,2014,
1654,Luz Futuro Sonho Destino,Davi Santos,2011,
1655,Amor Vento Luz,Rafael Lima,2017,
1656,A O Luz,Fabricio Silva,2019,
1657,Mistério Noite Mistério Luz Tempo,Paloma Saigg,2021,
1658,Árvore Vida Futuro Noite Futuro,Cristiano Freitas,2018,
1659,A Cidade,Gabriel Santos,2021,
1660,Noite Destino Cidade A Esperança,Luisa Gomes,2019,
1661,Silêncio Árvore Amor,Julia Barbosa,2017,
1662,Esperança O Esperança Casa,Rafael Costa,2012,
1663,Tempo Destino Futuro,Arthur Almeida,2010,
1664,Vento Vento Cidade Futuro,Ayrton Souza,2016,
1665,Mistério Mar A Silêncio,Mateus Rezende,2021,
1666,Sonho A Destino A O,Marcelo Carvalho,2016,
1667,O Árvore,Josué Pereira,2011,
1668,Árvore Cidade Passado Luz Sonho,Artur Lima,2022,
1669,Destino Vida O Luz Casa,Lucas Gomes,2022,
1670,Tempo Sombra A Vento Mistério,Julia Ribeiro,2014,
1671,Tempo Silêncio Mar Silêncio Futuro,Fernanda Santoro,2014,
1672,Árvore Cidade,Rodrigo Costa,2014,
1673,Silêncio Passado Amor Silêncio,Bruno Costa,2013,
1674,Sombra O Casa Silêncio Vida,Bruno Pinto,2016,
1675,Noite Tempo Futuro,Ana Lima,2018,
1676,A Luz Cidade Luz Vida,Marcelo Lima,2014,
1677,Destino Sonho Passado Mistério,Bruno Gomes,2012,
1678,Silêncio Mistério,Nayara Simas,2020,
1679,O Árvore Mar Futuro Vida,Luisa Arrascaeta,2013,
1680,Luz Cidade Destino Sonho,João Ribeiro,2017,
1681,A Mistério Destino Vento,Gustavo Faleiros,2013,
1682,Sonho Vento Amor O,Artur Barbosa,2014,
1683,Sombra Árvore Árvore,Davi Nunes,2014,
1684,Luz Vento,Ana Luiza Solano,2014,
1685,Vida Esperança A,Arthur Arrascaeta,2010,
1686,Destino Luz Vento,Bruna Saigg,2022,
1687,Futuro Amor Noite,Cristiano Costa,2014,
1688,Árvore Cidade Mistério Árvore,Fabricio Nunes,2022,
1689,Árvore Vida Vento,Gustavo Amaral,2010,
1690,O Destino Sombra Vida,Nayara Lima,2014,
1691,Vento Vento Árvore,Paloma Silva,2014,
1692,A Casa,Luan Santoro,2014,
1693,Futuro Destino Luz Destino,Artur Souza,2011,
1694,O Luz Esperança,Rodrigo Simas,2021,
1695,Cidade Casa Passado Esperança Passado,Rafael Carvalho,2018,
1696,Futuro Tempo Árvore Mar,Lucas Santoro,2017,
1697,Amor Passado Silêncio Vento Árvore,Rafael Arrascaeta,2015,
1698,Futuro Noite Luz,Josué Carvalho,2014,
1699,Mar Sonho Vento Luz,Rodrigo Oliveira,2017,
1700,Futuro Mar Vida Futuro,Fernanda Ribeiro,2014,
1701,Casa A Cidade Sombra Cidade,Paolla Souza,2020,
1702,Vento Mistério,Julia Araujo,2022,
1703,Mistério Tempo Amor,Rafael Amaral,2018,
1704,Destino Sonho A,Julia Ferreira,2018,
1705,Casa Mistério Vida Esperança Casa,Pedro Costa,2022,
1706,Esperança Esperança Casa O Mistério,Davi Arrascaeta,2015,
1707,Sonho Silêncio,Davi Pinto,2017,
1708,Tempo Passado Destino Mar Noite,Marcelo Martins,2020,
1709,Noite Cidade Sonho Casa O,Marcelo Ribeiro,2020,
1710,Noite Mistério,Camila Souza,2013,
1711,Árvore Amor,Bruno Santoro,2019,
1712,Sombra Árvore,Carlos Carvalho,2017,
1713,Sombra Tempo Destino Casa,Bruna Ribeiro,2016,
1714,Futuro A Vento,Bruno Costa,2019,
1715,Tempo Noite,João Ribeiro,2010,
1716,Noite A Casa O,Bruno Araujo,2012,
1717,O Cidade Silêncio Vida,Julia Pereira,2011,
1718,Amor Mistério Tempo,Caio Cruz,2010,
1719,Mistério Sombra Noite,Maria Carvalho,2010,
1720,O Esperança Destino A Mar,Ronaldo Solano,2011,
1721,Futuro Árvore Árvore Tempo,Rodrigo Santos,2015,
1722,Vento Futuro,Camila Santos,2011,
1723,Vento Esperança Futuro A,Rafael Araujo,2022,
1724,Tempo Vida Vento Vento Destino,Cleber Nunes,2018,
1725,A Árvore Vida Sonho,Pedro Silva,2012,
1726,Noite Noite,Leonardo Costa,2014,
1727,Silêncio Tempo,Daniela Costa,2012,
1728,Árvore Sombra Esperança Mistério,Rodrigo Moraes,2012,
1729,Vida Luz Passado Noite,Chris Santos,2015,
1730,Noite Sonho Noite,Artur Nunes,2017,
1731,Vento Mar Vento Árvore Silêncio,Davi Solano,2018,
1732,Vida Tempo Noite,Rafael Lima,2014,
1733,Vento Casa Tempo,Fabricio Araujo,2020,
1734,Mar Sonho,Gabriel Santos,2020,
1735,Árvore Cidade,Carlos Almeida,2019,
1736,Futuro Mistério Sombra Esperança,Luiza Costa,2011,
1737,Passado O A Silêncio,Gabriel Freitas,2014,
1738,Amor Destino Futuro Cidade Noite,Gabriel Nunes,2022,
1739,A Futuro Casa A,Leticia Araujo,2011,
1740,Passado Passado O Tempo,Nayara Almeida,2021,
1741,Noite Vento,Cleber Araujo,2021,
1742,A Casa Futuro Luz,Chris Arrascaeta,2015,
1743,Destino Amor Passado,Julia Almeida,2022,
1744,O Cidade,Patricia Faleiros,2021,
1745,Sonho O Mistério Vento Futuro,Mateus Solano,2018,
1746,Luz O Esperança Futuro,Gustavo Santos,2010,
1747,Esperança Luz,Amanda Oliveira,2015,
1748,Sombra Vento Árvore Casa Luz,Pedro Alves,2017,
1749,Árvore A Árvore Destino Casa,Ayrton Silva,2015,
1750,Casa Luz Mar,Fernanda Moreira,2021,
1751,Sombra Tempo,Hugo Freitas,2019,
1752,Árvore Silêncio,Chris Faleiros,2022,
1753,Sombra Passado Tempo Cidade,Julia Cruz,2013,
1754,Tempo Esperança Sombra Futuro Futuro,Felippe Barbosa,2021,
1755,Passado Vento,Caio Arrascaeta,2014,
1756,Sonho Mistério Luz Vento Sombra,Cleber Rezende,2016,
1757,Silêncio Silêncio,Bruno Lima,2015,
1758,Vida Futuro Mar Casa Noite,Arthur Silva,2019,
1759,Árvore Mar,Chris Araujo,2015,
1760,Casa Casa Amor,Lucas Moraes,2016,
1761,Mar O Mistério Sombra Cidade,Gabriel Solano,2022,
1762,Vida Esperança Luz,Paolla Solano,2020,
1763,Vida Passado Árvore Destino,Bruna Solano,2020,
1764,Destino Vento Esperança Vida Tempo,Lucas Lima,2018,
1765,Mistério Esperança Vento,Carlos Moraes,2017,
1766,Árvore Árvore Sombra Mistério Passado,Carlos Santoro,2018,
1767,Mar Destino Cidade Silêncio Silêncio,Rafael Souza,2010,
1768,O Sonho Vida Amor,João Ribeiro,2014,
1769,Casa Casa,Chris Souza,2022,
1770,Tempo A Esperança,Cleber Costa,2021,
1771,Mistério Futuro,Luan Lima,2014,
1772,Passado Sonho Silêncio Passado Tempo,Leonardo Silva,2021,
1773,Destino Silêncio O Tempo Casa,Felippe Martins,2020,
1774,Mistério Árvore Futuro Cidade Árvore,Luiza Martins,2018,
1775,Mar Casa Destino Passado,Bruna Santos,2015,
1776,Vida Sombra O Mistério Sombra,Pedro Silva,2012,
1777,Amor Luz Mistério,Leticia Araujo,2019,
1778,A Casa Tempo,Nayara Costa,2014,
1779,Luz Destino,João Lima,2021,
1780,Árvore Futuro Luz O A,Pedro Oliveira,2011,
1781,Futuro Mistério O Mar Cidade,Hugo Arrascaeta,2017,
1782,Silêncio Mistério,Daniela Lima,2018,
1783,Mistério Futuro Cidade Futuro,Gabriel Ribeiro,2015,
1784,Vento Futuro,Pedro Souza,2011,
1785,Esperança A Sonho Tempo,Rafael Freitas,2018,
1786,Mistério Esperança A,Fernanda Oliveira,2018,
1787,Luz Sombra Esperança Esperança Sombra,Julia Silva,2016,
1788,Passado Tempo Tempo,Cleber Ferreira,2017,
1789,Casa Luz Sombra Luz Sonho,Fabricio Costa,2021,
1790,Futuro Passado,Ayrton Araujo,2010,
1791,Noite Sonho O A Vida,Marcelo Araujo,2019,
1792,Luz Noite,Artur Oliveira,2021,
1793,Futuro Vida,Fabricio Moraes,2013,
1794,Árvore Casa,Carlos Freitas,2015,
1795,Vento Sonho Silêncio Passado,Paolla Moraes,2020,
1796,Passado Mar Casa Futuro Noite,Amanda Costa,2014,
1797,Árvore Tempo,Caio Freitas,2013,
1798,Amor Árvore Árvore Casa,Ana Luiza Rezende,2014,
1799,Mistério Mar Destino Noite Luz,Eduardo Silva,2017,
1800,Tempo Árvore,Luan Santos,2014,
1801,Sombra Silêncio,Hugo Pinto,2016,
1802,Passado Vento Vento Vida,Rafael Santoro,2011,
1803,A Vida A Esperança,Rodrigo Souza,2020,
1804,Árvore A,Paloma Almeida,2010,
1805,Mar Árvore Esperança Vento,Artur Moreira,2015,
1806,A Amor Esperança,Gustavo Freitas,2010,
1807,Passado Noite,Paolla Nunes,2022,
1808,Destino Vento,Natália Carvalho,2013,
1809,Amor Vida Esperança Destino Futuro,David Souza,2020,
1810,Sombra Vento Mistério,Maria Freitas,2021,
1811,Luz Destino,Gabriel Martins,2018,
1812,Cidade Tempo Noite Destino,Carlos Nunes,2017,
1813,Sombra Mar Silêncio Casa Destino,Carlos Araujo,2018,
1814,Esperança Esperança,Julia Nunes,2010,
1815,Árvore Árvore Passado,Caio Santos,2018,
1816,O Silêncio,Lucas Santoro,2010,
1817,Amor Mar Sonho,Carlos Santos,2012,
1818,Mistério Sombra Vida Sonho,Davi Oliveira,2018,
1819,Luz Esperança A Casa Noite,Chris Alves,2022,
1820,O Tempo Silêncio Futuro,Josué Guedes,2020,
1821,Esperança Luz Vida,Ana Luiza Carvalho,2011,
1822,Passado Sombra Mistério Destino,Natália Moraes,2022,
1823,Tempo Cidade Luz A Cidade,Ana Cardoso,2014,
1824,Silêncio Casa Esperança,Rodrigo Barbosa,2012,
1825,A O Silêncio,Carlos Santoro,2020,
1826,Amor Esperança,Paloma Rezende,2015,
1827,Casa Mar Passado Futuro A,Natália Amaral,2010,
1828,Luz Casa Luz Amor,Ana Luiza Moraes,2014,
1829,Sonho Luz Cidade Tempo Árvore,Ayrton Costa,2013,
1830,Vida Cidade,Ayrton Faleiros,2019,
1831,Futuro Mar Futuro,Maria Silva,2010,
1832,Luz Passado Vento Tempo Vida,Ana Luiza Silva,2021,
1833,Mar Sombra Árvore,Camila Carvalho,2017,
1834,Futuro Futuro,Carlos Rocha,2018,
1835,Tempo O Passado Vida Árvore,Paolla Costa,2017,
1836,Destino Árvore Noite Futuro,Patricia Oliveira,2014,
1837,Esperança Vento O,Luiza Costa,2010,
1838,Tempo Amor Tempo Destino Passado,Rafael Carvalho,2014,
1839,Futuro Vento,Rafael Santos,2019,
1840,Sombra O,Carlos Santos,2014,
1841,Passado Cidade Sonho,Arthur Barbosa,2015,
1842,Sonho Árvore Sonho Silêncio,Mateus Amaral,2022,
1843,Amor Destino Luz Vento,Paolla Costa,2019,
1844,Destino Sonho Noite Destino,Carlos Pereira,2011,
1845,Árvore Amor,Julia Costa,2012,
1846,Futuro Vento Sonho,Gabriel Ferreira,2016,
1847,Vento Cidade Vida Sonho,Luisa Solano,2021,
1848,Passado O O Futuro,Cristiano Rocha,2019,
1849,Amor Noite O Futuro A,Fernanda Solano,2012,
1850,Mar Árvore Sonho Amor Casa,Ronaldo Santos,2011,
1851,Mar Vida,Rodrigo Solano,2015,
1852,Vida Destino Sombra Mar,Rodrigo Lima,2013,
1853,Vida Tempo Destino Vento Mar,Vitor Araujo,2015,
1854,Passado Cidade Tempo O Vento,Fabricio Solano,2011,
1855,Mistério Passado Casa Amor,Chris Costa,2012,
1856,Sombra Amor Amor Futuro Esperança,Natália Pereira,2012,
1857,Passado A Tempo O,Eduarda Freitas,2021,
1858,Casa Sombra Esperança Luz,Leticia Pinto,2022,
1859,Silêncio Vento Mar Mistério,Rafael Ribeiro,2015,
1860,Vento Sombra Sombra,Cristiano Costa,2022,
1861,Amor Esperança Esperança Passado Mar,Hugo Simas,2010,
1862,Tempo Esperança Árvore Cidade,Davi Ribeiro,2019,
1863,Destino Futuro,Camila Gomes,2016,
1864,Casa Passado Luz,Daniela Alves,2019,
1865,Futuro Passado Passado Vida Passado,Cleber Simas,2019,
1866,Vento O Mistério Passado Vento,Fabricio Nunes,2018,
1867,O A Casa Sombra Destino,Ana Melo,2010,
1868,Mar Vento Luz Luz,Luan Saigg,2012,
1869,O Vento Mar Silêncio,Rodrigo Pereira,2018,
1870,Casa Sonho Passado,Rafael Melo,2021,
1871,Casa Luz Sonho Mistério,Patricia Cruz,2022,
1872,Tempo Amor,Fernanda Moraes,2021,
1873,Amor Cidade,Paolla Oliveira,2021,
1874,A Luz,Rodrigo Lima,2010,
1875,Luz Vento Vento Cidade,Lucas Melo,2015,
1876,A Cidade,Felipe Oliveira,2015,
1877,Mar Passado Sonho,Eduardo Lima,2019,
1878,Destino Esperança Destino Futuro Vento,João Amaral,2011,
1879,Árvore Casa,Carlos Saigg,2010,
1880,Cidade Silêncio Mistério Vento Mistério,Artur Araujo,2018,
1881,Silêncio Mistério Silêncio Silêncio,Fabricio Santos,2022,
1882,A Mar Mar Luz,Hugo Pereira,2017,
1883,Esperança Vida,João Cruz,2012,
1884,Sombra Silêncio Cidade,Gabriel Freitas,2014,
1885,Cidade Tempo O Mistério,Gabriel Costa,2021,
1886,Destino Mistério Passado Vento Futuro,Leticia Ferreira,2016,
1887,Vento O Noite,Vitor Solano,2015,
1888,Tempo O O Luz,Fabricio Lima,2018,
1889,Tempo Tempo Casa Noite Futuro,Lucas Lima,2011,
1890,Casa Destino,Maria Freitas,2014,
1891,O Noite Destino Esperança,Arthur Mendes,2020,
1892,Mistério O O Tempo,Natália Faleiros,2014,
1893,Silêncio Passado Amor Noite Árvore,Ana Alves,2015,
1894,Tempo Casa Cidade O Casa,Ronaldo Santos,2011,
1895,Futuro Casa Luz,Patricia Cruz,2021,
1896,Árvore Vida Noite Vida Casa,Eduardo Rezende,2013,
1897,Amor Cidade Amor,Luisa Ribeiro,2017,
1898,Vento A Amor Passado,Fernanda Melo,2015,
1899,Esperança Futuro Sonho Cidade,Arthur Costa,2022,
1900,Noite Árvore,Rafael Moreira,2013,
1901,Luz Sonho,Chris Guedes,2017,
1902,Tempo Árvore Luz,Ronaldo Santos,2017,
1903,Mistério Sonho Passado Luz,Fernanda Costa,2022,
1904,Noite Passado Sombra Luz,Bruna Santos,2017,
1905,Noite Vento Amor A,Bruno Amaral,2018,
1906,Casa Árvore Tempo Mistério,Ayrton Souza,2010,
1907,Futuro Tempo Sonho Destino Destino,Hugo Santos,2018,
1908,Casa Sombra,Pedro Santoro,2019,
1909,Vento A Casa Luz Vida,Vitor Ribeiro,2012,
1910,Passado Luz Amor Passado,Ronaldo Simas,2018,
1911,Esperança A Passado Árvore,Lucas Cruz,2015,
1912,Vento Noite Mistério,Cleber Souza,2017,
1913,Silêncio Sonho,Rafael Cruz,2012,
1914,Casa Silêncio Esperança Silêncio Vida,Daniela Carvalho,2020,
1915,Passado Destino,Pedro Moreira,2019,
1916,Futuro Sonho Sonho Noite,Pedro Araujo,2019,
1917,Destino Destino Amor Destino,Josué Moraes,2020,
1918,A Árvore Sonho Sonho,David Alves,2010,
1919,Mar Tempo Sombra Amor Noite,Luan Santoro,2018,
1920,Silêncio Esperança Vida,Patricia Santoro,2017,
1921,Esperança Silêncio Passado Cidade Destino,Bruna Barbosa,2012,
1922,Esperança Vento,Gustavo Martins,2019,
1923,Mistério Destino,Ana Ferreira,2014,
1924,Esperança Árvore Luz Casa,Vitor Moraes,2018,
1925,Noite A Vida O Noite,Josué Cruz,2010,
1926,Luz Passado Vento Mistério,Pedro Lima,2014,
1927,Mar Mistério Vento Futuro Tempo,Lucas Santos,2021,
1928,Mar Futuro Tempo Destino,Rodrigo Souza,2014,
1929,Futuro Sonho Árvore,Luisa Moreira,2016,
1930,Passado Amor Luz O A,Eduardo Cardoso,2015,
1931,Noite Luz Sombra Tempo,Josué Guedes,2018,
1932,A Noite Destino Tempo A,Ayrton Rocha,2014,
1933,Passado Silêncio Amor,Cleber Moraes,2010,
1934,Tempo Cidade Esperança,Arthur Lima,2014,
1935,Esperança Vida Vida Sombra Passado,Patricia Alves,2012,
1936,Casa Passado,Davi Pereira,2010,
1937,Casa Mistério Árvore Casa,Josué Santos,2011,
1938,Esperança Amor,Maria Lima,2021,
1939,Sombra A Passado Mar Silêncio,Daniela Lima,2012,
1940,Sombra Esperança Vento Futuro,Gabriel Mendes,2012,
1941,Luz Casa,Carlos Mendes,2016,
1942,Passado Cidade,Gabriel Costa,2020,
1943,Mar Tempo,Cleber Souza,2022,
1944,Luz Casa Vento,Gabriel Ferreira,2012,
1945,Luz Mistério Vida,Bruna Pereira,2012,
1946,Árvore Passado,Pedro Guedes,2015,
1947,A Vento Amor Noite Vida,Davi Arrascaeta,2017,
1948,Amor O Mistério Futuro O,Luiza Costa,2019,
1949,O Luz,Cristiano Pinto,2014,
1950,Amor Árvore,Ana Cruz,2018,
1951,Tempo Silêncio Mar Mistério,Eduardo Lima,2020,
1952,Noite Árvore Passado Esperança,Rafael Oliveira,2015,
1953,Noite Vento,Nayara Lima,2013,
1954,Noite Noite,Artur Solano,2014,
1955,Mistério Árvore Luz,Nayara Melo,2015,
1956,Esperança Silêncio Cidade,Natália Cruz,2015,
1957,Mistério Luz Amor Esperança,Cristiano Souza,2019,
1958,Casa Passado Sonho Casa A,Daniela Faleiros,2019,
1959,Tempo Vento Passado Passado,Lucas Nunes,2022,
1960,Esperança A Passado Passado,Rafael Lima,2014,
1961,Sombra O Árvore Mar,Mateus Rezende,2012,
1962,A Passado,Leticia Almeida,2020,
1963,Mar Vida,Gustavo Moreira,2014,
1964,Mar Noite Mar Destino Esperança,David Amaral,2018,
1965,Tempo Noite,Nayara Pereira,2011,
1966,Vento Luz Amor Tempo,Amanda Ferreira,2015,
1967,Casa Destino Sombra Noite Mistério,Caio Simas,2022,
1968,Sombra Noite,Carlos Araujo,2010,
1969,Esperança Mar Casa Noite Silêncio,Patricia Pinto,2016,
1970,Tempo Sombra Mar A Futuro,Carlos Costa,2010,
1971,Amor Casa Cidade Futuro Tempo,Gabriel Melo,2022,
1972,Luz Mistério Luz Vento Casa,Bruna Freitas,2015,
1973,Vento A Cidade Cidade Futuro,Felippe Santos,2012,
1974,Futuro Esperança Noite Tempo Silêncio,Maria Melo,2010,
1975,Mar Passado Mistério Vida Silêncio,Hugo Rezende,2018,
1976,Amor Amor Luz Destino,Eduarda Lima,2018,
1977,Sombra O Tempo Destino,Thiago Carvalho,2019,
1978,Futuro Sombra Silêncio Mistério Árvore,Rafael Rezende,2017,
